,Unnamed: 0,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
34,34,2021-09-13,4-4-2,1,1.35,10,5,50.0,370,277,74.86,48.33,121,25,36,60,88,36,41,11,223,101,45.29,4,3,75.0,39,8,20.51,0,0,0.0,13,2,15.38,6,2,33.33,2,1,50.0,0,0,0,18,8,44.44,8,5,18,0,12,12,54,17,31.48,2,3,12,5,41.67,60,37,61.67,63,32,50.79,3,2,66.67,50,16,6,1,0,149,90,60.4,58,53,91.38,119,105,88.24,66,35,53.03,67,40,59.7,82,57,69.51,3,1,33.33,28,28,100.0,5,18.03,3.43,17.84,16.27,22.05,8.0,0,-1
35,35,2021-08-29,4-4-2,1,2.03,11,3,27.27,257,191,74.32,37.75,125,30,40,55,71,32,25,14,231,110,47.62,3,0,0.0,29,9,31.03,1,0,0.0,23,2,8.7,5,2,40.0,4,0,0.0,0,0,0,14,5,35.71,4,3,19,3,8,14,68,27,39.71,2,1,11,2,18.18,66,36,54.55,50,32,64.0,3,2,66.67,52,25,13,4,0,105,65,61.9,36,35,97.22,70,56,80.0,55,29,52.73,45,25,55.56,59,45,76.27,5,0,0.0,19,16,84.21,9,13.91,2.32,21.4,15.22,22.01,12.68,1,0
36,36,2021-08-21,4-4-2,0,0.96,9,3,33.33,251,181,72.11,37.12,104,18,43,43,49,22,18,9,220,108,49.09,2,0,0.0,30,6,20.0,0,0,0.0,24,3,12.5,4,1,25.0,1,0,0.0,0,0,0,18,8,44.44,8,4,27,4,13,11,60,26,43.33,7,2,25,9,36.0,58,37,63.79,56,23,41.07,7,4,57.14,51,25,12,0,0,96,51,53.13,46,42,91.3,75,60,80.0,45,32,71.11,44,22,50.0,59,43,72.88,2,0,0.0,27,26,96.3,13,14.73,2.46,17.93,16.18,22.49,12.46,0,-1
37,37,2021-08-14,4-4-2,1,1.25,11,3,27.27,263,198,75.29,36.9,104,13,26,65,78,27,37,14,222,90,40.54,6,1,16.67,39,8,20.51,0,0,0.0,17,2,11.76,7,2,28.57,1,0,0.0,0,0,0,30,12,40.0,10,2,32,1,22,7,71,17,23.94,1,2,14,7,50.0,51,31,60.78,67,36,53.73,5,1,20.0,36,16,10,2,0,106,72,67.92,35,31,88.57,85,68,80.0,46,24,52.17,46,24,52.17,67,51,76.12,1,0,0.0,24,22,91.67,4,14.54,2.6,17.49,18.18,23.25,15.28,1,-1
38,38,2021-05-23,4-4-1-1,0,0.51,6,3,50.0,426,351,82.39,52.18,112,27,23,62,111,62,25,24,281,149,53.02,3,2,66.67,32,3,9.38,1,0,0.0,28,3,10.71,9,3,33.33,6,0,0.0,0,0,0,16,5,31.25,4,11,32,0,8,13,63,25,39.68,1,1,12,3,25.0,58,45,77.59,78,39,50.0,4,2,50.0,32,18,1,1,0,143,100,69.93,70,67,95.71,139,124,89.21,76,46,60.53,69,43,62.32,78,65,83.33,4,1,25.0,23,19,82.61,10,16.34,3.74,17.84,17.32,22.25,18.92,0,-1
39,39,2021-05-19,4-4-1-1,0,1.4,11,5,45.45,384,308,80.21,39.63,110,19,28,63,96,43,34,19,185,85,45.95,4,2,50.0,34,7,20.59,1,0,0.0,22,4,18.18,7,4,57.14,2,0,0.0,0,0,0,27,4,14.81,5,11,36,1,21,22,55,27,49.09,1,3,16,3,18.75,59,36,61.02,46,13,28.26,5,2,40.0,42,14,10,0,0,127,88,69.29,77,77,100.0,135,107,79.26,63,37,58.73,64,46,71.88,72,56,77.78,2,1,50.0,15,15,100.0,9,18.16,3.69,16.41,17.1,21.85,10.31,1,-1
40,40,2021-05-15,4-4-2,0,0.97,13,4,30.77,383,314,81.98,46.12,127,25,28,74,102,31,50,21,201,95,47.26,5,1,20.0,34,10,29.41,0,0,0.0,25,2,8.0,6,1,16.67,4,0,0.0,0,0,0,15,6,40.0,6,13,33,5,9,25,74,34,45.95,2,4,14,6,42.86,37,18,48.65,55,29,52.73,5,3,60.0,45,16,10,1,0,136,96,70.59,70,66,94.29,115,99,86.09,63,31,49.21,81,51,62.96,76,68,89.47,3,3,100.0,16,15,93.75,6,17.78,3.33,16.45,20.62,21.67,13.96,1,-1
41,41,2021-05-10,4-4-2,2,1.73,12,5,41.67,208,130,62.5,29.37,135,43,43,49,106,51,43,12,217,96,44.24,4,1,25.0,22,6,27.27,1,1,100.0,29,5,17.24,4,2,50.0,3,2,66.67,0,0,0,4,4,100.0,4,8,14,2,3,17,49,15,30.61,1,0,19,3,15.79,63,35,55.56,71,36,50.7,3,3,100.0,72,33,10,0,0,123,64,52.03,33,30,90.91,23,17,73.91,66,29,43.94,45,17,37.78,63,41,65.08,2,0,0.0,19,17,89.47,12,15.24,1.78,31.73,15.46,21.86,11.38,0,1
42,42,2021-05-03,4-4-2,1,3.0,8,2,25.0,408,313,76.72,42.45,137,19,38,80,104,32,49,23,207,88,42.51,1,0,0.0,38,4,10.53,3,0,0.0,25,3,12.0,5,2,40.0,0,0,0.0,1,1,100,24,6,25.0,6,7,35,2,18,14,54,23,42.59,2,2,20,4,20.0,48,23,47.92,65,26,40.0,2,1,50.0,44,19,4,2,0,145,90,62.07,74,70,94.59,144,122,84.72,86,47,54.65,81,49,60.49,92,78,84.78,0,0,0.0,18,18,100.0,12,17.9,3.92,21.08,11.54,25.13,18.56,1,-1
43,43,2021-04-25,4-4-2,4,2.31,13,7,53.85,311,234,75.24,39.68,116,26,27,63,80,20,46,14,219,96,43.84,7,3,42.86,32,10,31.25,2,0,0.0,21,3,14.29,5,2,40.0,3,1,33.33,0,0,0,18,8,44.44,9,4,28,5,15,13,62,20,32.26,2,0,11,3,27.27,74,43,58.11,48,18,37.5,5,3,60.0,52,16,9,2,0,110,66,60.0,57,50,87.72,93,76,81.72,49,23,46.94,60,27,45.0,48,41,85.42,4,1,25.0,23,20,86.96,8,18.04,3.14,15.76,17.06,19.85,8.86,0,1
44,44,2021-04-18,4-4-1-1,1,0.77,8,3,37.5,242,188,77.69,29.69,76,19,15,42,59,24,26,9,209,97,46.41,4,2,50.0,22,3,13.64,1,1,100.0,19,4,21.05,3,1,33.33,5,1,20.0,0,0,0,8,3,37.5,3,5,16,1,7,10,53,15,28.3,4,3,16,8,50.0,74,41,55.41,42,18,42.86,1,1,100.0,53,20,12,2,0,93,63,67.74,42,38,90.48,68,56,82.35,41,18,43.9,48,30,62.5,51,38,74.51,2,2,100.0,11,11,100.0,7,16.27,2.78,16.94,18.29,21.68,12.96,0,-1
45,45,2021-04-11,4-4-2,1,2.36,23,4,17.39,416,334,80.29,52.4,128,12,30,86,93,22,45,26,257,121,47.08,8,1,12.5,44,14,31.82,2,1,50.0,31,7,22.58,13,4,30.77,5,1,20.0,0,0,0,33,17,51.52,17,12,44,4,24,33,63,25,39.68,0,2,7,6,85.71,58,35,60.34,70,27,38.57,4,1,25.0,48,14,11,1,0,155,105,67.74,60,55,91.67,143,123,86.01,65,35,53.85,81,54,66.67,88,74,84.09,2,2,100.0,20,18,90.0,7,16.99,3.62,15.63,16.6,20.74,6.5,1,-1
46,46,2021-04-04,4-4-2,2,1.44,6,5,83.33,338,249,73.67,45.5,136,30,47,59,91,36,28,27,228,89,39.04,2,2,100.0,33,5,15.15,1,0,0.0,23,0,0.0,7,0,0.0,3,0,0.0,1,1,100,24,9,37.5,8,9,37,4,17,11,57,19,33.33,1,3,24,10,41.67,64,32,50.0,54,15,27.78,3,1,33.33,66,23,10,0,0,136,89,65.44,48,45,93.75,93,72,77.42,57,32,56.14,55,38,69.09,83,62,74.7,9,4,44.44,18,17,94.44,6,15.64,3.05,16.86,13.83,20.88,7.1,0,-1
47,47,2021-03-13,4-4-2,2,1.3,13,5,38.46,253,190,75.1,34.34,112,28,36,48,72,27,34,11,213,110,51.64,7,2,28.57,23,5,21.74,4,3,75.0,20,4,20.0,4,1,25.0,4,1,25.0,0,0,0,6,2,33.33,1,11,23,2,4,19,58,26,44.83,1,1,13,4,30.77,61,42,68.85,51,26,50.98,4,1,25.0,67,21,6,4,0,109,73,66.97,42,35,83.33,63,52,82.54,45,23,51.11,51,30,58.82,70,45,64.29,8,5,62.5,24,21,87.5,9,15.14,2.39,17.79,17.37,21.43,19.05,0,1
48,48,2021-03-06,4-4-2,1,1.0,8,5,62.5,406,308,75.86,38.54,132,22,34,76,91,34,41,16,205,108,52.68,3,2,66.67,36,4,11.11,1,1,100.0,20,3,15.0,2,1,50.0,4,0,0.0,0,0,0,17,2,11.76,5,7,33,4,14,11,52,16,30.77,2,1,13,2,15.38,56,42,75.0,53,23,43.4,0,0,0.0,55,7,5,1,0,126,87,69.05,73,64,87.67,150,119,79.33,62,35,56.45,63,38,60.32,92,62,67.39,0,0,0.0,21,21,100.0,4,18.72,3.76,15.27,19.08,21.63,19.4,1,0
49,49,2021-03-03,4-4-2,1,1.14,12,7,58.33,318,251,78.93,36.2,114,19,34,61,77,20,43,14,169,80,47.34,5,1,20.0,31,8,25.81,0,0,0.0,21,3,14.29,5,0,0.0,8,1,12.5,0,0,0,18,7,38.89,7,6,33,3,15,14,51,23,45.1,3,1,16,4,25.0,33,17,51.52,51,27,52.94,2,1,50.0,45,16,6,0,0,110,77,70.0,57,51,89.47,95,80,84.21,65,38,58.46,67,43,64.18,75,61,81.33,1,1,100.0,20,19,95.0,6,17.11,3.24,20.44,17.92,22.25,22.0,1,0
50,50,2021-02-28,4-4-2,0,0.79,9,3,33.33,396,328,82.83,38.89,107,10,35,62,79,25,39,15,210,100,47.62,3,0,0.0,32,5,15.63,2,1,50.0,17,3,17.65,4,0,0.0,2,2,100.0,0,0,0,19,9,47.37,9,8,30,2,14,13,46,14,30.43,0,4,16,7,43.75,78,46,58.97,53,25,47.17,4,3,75.0,38,14,10,0,0,147,99,67.35,61,56,91.8,138,128,92.75,64,37,57.81,58,37,63.79,69,62,89.86,5,4,80.0,14,13,92.86,9,17.65,3.96,16.16,17.9,20.81,20.29,0,-1
51,51,2021-02-20,4-4-2,0,0.22,4,0,0.0,416,334,80.29,56.8,114,12,30,72,84,30,40,14,191,86,45.03,2,0,0.0,32,2,6.25,2,0,0.0,27,1,3.7,5,0,0.0,2,0,0.0,0,0,0,19,8,42.11,9,7,29,3,13,14,44,16,36.36,4,0,10,3,30.0,56,28,50.0,57,28,49.12,3,2,66.67,34,17,16,3,0,151,97,64.24,45,44,97.78,159,146,91.82,51,21,41.18,81,50,61.73,77,59,76.62,3,2,66.67,27,26,96.3,11,16.74,3.82,12.26,20.37,21.49,6.22,1,0
52,52,2021-02-17,4-4-2,1,0.84,6,4,66.67,359,286,79.67,47.62,124,8,44,72,85,24,44,17,241,103,42.74,1,1,100.0,31,4,12.9,0,0,0.0,21,2,9.52,5,1,20.0,7,0,0.0,0,0,0,12,7,58.33,9,3,18,2,10,11,62,21,33.87,6,1,8,4,50.0,62,40,64.52,76,26,34.21,3,2,66.67,42,11,8,1,0,148,106,71.62,50,45,90.0,107,91,85.05,58,31,53.45,64,38,59.38,72,57,79.17,1,1,100.0,28,24,85.71,5,16.21,3.45,16.16,14.25,21.08,8.32,1,0
53,53,2021-02-13,4-4-2,3,1.78,15,4,26.67,355,283,79.72,43.94,120,37,33,50,88,44,33,11,244,110,45.08,8,1,12.5,25,8,32.0,5,2,40.0,27,5,18.52,4,2,50.0,4,2,50.0,0,0,0,8,5,62.5,4,8,12,2,4,18,68,22,32.35,1,0,14,3,21.43,86,47,54.65,51,25,49.02,3,1,33.33,50,19,15,0,0,128,85,66.41,68,65,95.59,111,94,84.68,64,34,53.13,62,37,59.68,78,55,70.51,5,2,40.0,11,10,90.91,7,17.76,3.14,18.03,17.29,21.53,8.37,0,1
54,54,2021-02-06,4-4-2,1,1.94,17,6,35.29,431,361,83.76,45.94,96,6,34,56,84,32,36,16,191,100,52.36,8,2,25.0,37,8,21.62,1,1,100.0,22,7,31.82,8,3,37.5,4,1,25.0,0,0,0,23,6,26.09,7,17,41,8,14,33,52,27,51.92,3,1,8,2,25.0,36,19,52.78,58,37,63.79,5,0,0.0,34,9,8,2,0,160,122,76.25,68,63,92.65,142,128,90.14,54,40,74.07,70,49,70.0,79,69,87.34,4,1,25.0,16,16,100.0,6,19.15,4.1,12.53,18.32,21.74,11.65,1,0
55,55,2021-02-03,4-4-2,0,0.25,2,0,0.0,265,215,81.13,25.77,74,18,28,28,38,18,18,2,158,77,48.73,1,0,0.0,16,1,6.25,4,1,25.0,11,0,0.0,1,0,0.0,3,0,0.0,0,0,0,6,3,50.0,3,6,15,0,5,6,35,12,34.29,3,2,14,7,50.0,65,43,66.15,32,12,37.5,2,2,100.0,37,15,8,2,0,95,64,67.37,46,42,91.3,81,73,90.12,54,34,62.96,33,17,51.52,54,38,70.37,4,0,0.0,12,11,91.67,4,15.62,3.68,20.38,24.85,20.87,22.1,1,-1
56,56,2021-01-31,4-4-2,0,0.22,1,0,0.0,249,189,75.9,29.42,86,21,25,40,58,25,30,3,223,95,42.6,0,0,0.0,16,0,0.0,1,0,0.0,24,1,4.17,2,1,50.0,2,0,0.0,0,0,0,9,2,22.22,2,8,17,0,7,8,51,12,23.53,2,2,18,9,50.0,68,39,57.35,39,20,51.28,3,1,33.33,43,20,9,1,0,102,67,65.69,42,38,90.48,66,55,83.33,49,26,53.06,50,26,52.0,56,41,73.21,1,1,100.0,20,18,90.0,17,16.53,2.52,19.68,5.63,21.66,27.73,0,-1
57,57,2021-01-27,4-4-2,3,0.55,6,4,66.67,276,178,64.49,38.22,102,8,34,60,69,32,27,10,204,103,50.49,3,1,33.33,33,4,12.12,1,0,0.0,16,2,12.5,2,1,50.0,3,0,0.0,0,0,0,20,6,30.0,6,3,26,1,14,10,42,17,40.48,3,2,18,10,55.56,73,47,64.38,49,24,48.98,6,6,100.0,47,20,15,1,0,129,64,49.61,44,41,93.18,71,50,70.42,73,32,43.84,58,24,41.38,62,44,70.97,4,1,25.0,26,24,92.31,7,16.43,2.71,26.45,17.71,24.88,7.68,1,1
58,58,2021-01-21,4-4-2,1,1.06,6,4,66.67,258,178,68.99,30.83,114,40,24,50,69,46,19,4,182,98,53.85,1,1,100.0,15,4,26.67,0,0,0.0,27,1,3.7,0,0,0.0,4,1,25.0,1,1,100,11,2,18.18,4,3,19,4,6,8,39,16,41.03,5,0,25,6,24.0,58,31,53.45,45,31,68.89,5,2,40.0,85,34,9,1,0,115,62,53.91,37,34,91.89,72,58,80.56,79,36,45.57,58,28,48.28,67,42,62.69,5,3,60.0,6,5,83.33,15,15.09,2.32,30.62,15.21,24.57,16.33,0,1
59,59,2021-01-16,4-4-2,0,0.57,11,2,18.18,431,339,78.65,51.21,121,19,35,67,89,41,38,10,254,113,44.49,8,2,25.0,33,7,21.21,1,0,0.0,27,3,11.11,4,0,0.0,5,1,20.0,0,0,0,25,12,48.0,12,6,29,0,22,16,63,27,42.86,1,1,15,5,33.33,86,43,50.0,72,31,43.06,3,2,66.67,46,19,9,1,0,151,104,68.87,47,44,93.62,175,144,82.29,66,39,59.09,79,52,65.82,104,81,77.88,1,0,0.0,19,17,89.47,6,16.77,4.1,15.31,24.14,21.03,14.19,0,-1
60,60,2021-01-12,4-4-2,0,0.64,12,0,0.0,311,235,75.56,35.81,123,21,39,63,75,37,24,14,180,82,45.56,5,0,0.0,27,8,29.63,0,0,0.0,21,4,19.05,3,1,33.33,6,1,16.67,0,0,0,13,6,46.15,6,6,19,1,11,12,41,15,36.59,3,1,13,8,61.54,50,27,54.0,51,21,41.18,0,0,0.0,59,13,14,1,0,126,84,66.67,58,51,87.93,83,68,81.93,71,42,59.15,51,30,58.82,74,49,66.22,1,0,0.0,21,21,100.0,4,17.86,3.11,22.83,19.99,21.05,8.57,1,-1
61,61,2020-12-29,4-4-2,1,0.9,5,3,60.0,300,230,76.67,36.83,103,12,45,46,100,51,40,9,217,109,50.23,1,0,0.0,13,1,7.69,0,0,0.0,26,3,11.54,3,1,33.33,4,0,0.0,0,0,0,10,4,40.0,5,5,20,2,7,10,58,23,39.66,2,0,6,2,33.33,54,35,64.81,52,26,50.0,1,0,0.0,43,18,13,1,0,134,83,61.94,53,52,98.11,68,60,88.24,63,38,60.32,43,22,51.16,76,52,68.42,1,0,0.0,11,11,100.0,5,16.76,3.0,21.0,10.89,20.85,13.91,1,1
62,62,2020-12-27,4-4-2,0,1.24,14,5,35.71,352,275,78.13,46.93,114,12,33,69,90,25,44,21,213,99,46.48,5,3,60.0,41,7,17.07,0,0,0.0,31,7,22.58,12,3,25.0,5,2,40.0,0,0,0,25,9,36.0,8,15,37,4,14,29,68,26,38.24,2,1,11,5,45.45,47,30,63.83,50,22,44.0,6,2,33.33,40,12,14,3,0,138,101,73.19,58,55,94.83,94,75,79.79,51,30,58.82,63,43,68.25,74,65,87.84,1,1,100.0,21,19,90.48,9,16.7,2.91,14.49,16.96,18.98,11.0,0,-1
63,63,2020-12-21,4-4-2,2,2.54,11,4,36.36,228,177,77.63,36.12,76,12,27,37,60,18,35,7,229,113,49.34,4,0,0.0,23,3,13.04,0,0,0.0,28,5,17.86,1,0,0.0,6,2,33.33,0,0,0,14,7,50.0,8,7,19,0,9,14,57,22,38.6,1,1,15,3,20.0,84,46,54.76,43,24,55.81,5,5,100.0,39,24,11,2,0,96,61,63.54,36,33,91.67,62,55,88.71,39,19,48.72,41,25,60.98,49,42,85.71,0,0,0.0,17,16,94.12,10,14.6,2.24,17.11,14.43,20.87,14.62,1,1
64,64,2020-12-17,4-4-2,0,0.63,6,4,66.67,227,168,74.01,43.02,128,30,51,47,81,24,48,9,262,120,45.8,3,2,66.67,18,1,5.56,6,1,16.67,30,3,10.0,1,0,0.0,7,1,14.29,0,0,0,13,5,38.46,4,2,13,0,9,7,48,18,37.5,2,0,27,9,33.33,97,45,46.39,69,34,49.28,8,3,37.5,56,30,19,1,0,97,67,69.07,46,40,86.96,49,34,69.39,52,31,59.62,47,29,61.7,60,45,75.0,0,0,0.0,19,14,73.68,15,14.08,2.06,22.91,18.63,21.66,6.14,0,0
65,65,2020-12-13,4-4-2,1,1.06,8,2,25.0,296,227,76.69,38.68,103,25,28,50,62,28,19,15,174,77,44.25,2,1,50.0,20,4,20.0,2,0,0.0,14,4,28.57,4,1,25.0,4,2,50.0,0,0,0,9,2,22.22,2,5,18,1,7,13,49,16,32.65,3,0,16,6,37.5,56,33,58.93,41,18,43.9,2,1,50.0,73,36,11,1,0,121,71,58.68,72,71,98.61,70,59,84.29,63,29,46.03,51,23,45.1,58,39,67.24,2,1,50.0,14,14,100.0,5,15.13,2.82,21.28,16.07,23.96,10.81,0,1
66,66,2020-12-05,4-4-2,1,0.77,8,3,37.5,383,317,82.77,41.31,107,14,42,51,79,32,34,13,230,99,43.04,4,1,25.0,27,3,11.11,1,1,100.0,24,4,16.67,8,2,25.0,2,1,50.0,0,0,0,20,8,40.0,6,5,23,1,13,7,79,31,39.24,0,1,13,6,46.15,72,36,50.0,41,15,36.59,4,3,75.0,57,18,6,0,0,142,105,73.94,63,58,92.06,134,117,87.31,63,35,55.56,57,37,64.91,71,59,83.1,2,1,50.0,21,20,95.24,5,16.78,3.51,16.45,17.8,21.99,14.69,1,0
67,67,2020-11-28,4-4-1-1,0,0.2,7,1,14.29,295,239,81.02,33.43,91,20,22,49,58,18,21,19,160,82,51.25,5,0,0.0,25,4,16.0,1,0,0.0,26,2,7.69,4,0,0.0,5,1,20.0,0,0,0,12,6,50.0,5,6,21,4,7,10,37,19,51.35,2,5,17,6,35.29,48,28,58.33,39,14,35.9,2,0,0.0,46,15,4,0,0,94,58,61.7,64,63,98.44,79,66,83.54,53,24,45.28,42,19,45.24,47,32,68.09,2,0,0.0,16,15,93.75,9,16.46,3.17,17.97,22.21,20.88,16.92,0,-1
68,68,2020-11-23,4-4-2,1,1.45,10,3,30.0,374,303,81.02,43.05,106,23,41,42,74,33,31,10,234,119,50.85,4,0,0.0,20,6,30.0,0,0,0.0,24,4,16.67,4,0,0.0,4,2,50.0,0,0,0,6,3,50.0,3,6,17,3,5,14,49,14,28.57,3,0,12,5,41.67,87,55,63.22,36,18,50.0,5,3,60.0,48,34,13,2,0,135,89,65.93,67,60,89.55,116,107,92.24,60,31,51.67,49,26,53.06,56,45,80.36,6,4,66.67,18,17,94.44,11,17.66,3.53,16.04,16.29,20.87,11.46,1,1
69,69,2020-11-06,4-4-2,0,1.19,4,1,25.0,347,280,80.69,41.51,110,34,36,40,74,35,26,13,182,91,50.0,2,0,0.0,14,3,21.43,2,0,0.0,22,0,0.0,3,1,33.33,4,1,25.0,0,0,0,12,6,50.0,5,4,12,1,7,10,40,13,32.5,1,0,17,3,17.65,69,43,62.32,37,20,54.05,5,3,60.0,59,29,4,0,0,118,77,65.25,61,56,91.8,120,110,91.67,50,31,62.0,36,17,47.22,53,33,62.26,2,1,50.0,16,13,81.25,7,16.3,3.61,14.41,17.94,21.57,14.23,0,0
70,70,2020-10-31,4-4-2,0,0.47,5,0,0.0,334,277,82.93,37.39,104,18,35,51,70,23,41,6,205,88,42.93,4,0,0.0,18,1,5.56,0,0,0.0,27,4,14.81,3,0,0.0,3,1,33.33,0,0,0,11,2,18.18,2,7,16,1,7,5,71,25,35.21,1,3,11,8,72.73,60,40,66.67,25,8,32.0,4,2,50.0,55,28,10,1,0,107,74,69.16,65,61,93.85,94,80,85.11,58,38,65.52,50,34,68.0,55,40,72.73,5,2,40.0,15,13,86.67,6,16.05,3.67,17.37,23.16,20.47,13.41,1,-1
71,71,2020-10-26,4-4-2,0,0.86,12,4,33.33,349,280,80.23,40.56,94,11,31,52,75,28,36,11,165,76,46.06,10,3,30.0,29,8,27.59,2,0,0.0,19,3,15.79,4,2,50.0,1,0,0.0,0,0,0,10,4,40.0,5,10,23,0,7,12,36,11,30.56,4,1,8,3,37.5,42,22,52.38,50,24,48.0,3,3,100.0,46,29,9,2,0,118,73,61.86,76,72,94.74,103,90,87.38,72,43,59.72,67,40,59.7,69,55,79.71,1,0,0.0,16,14,87.5,7,15.83,3.39,20.63,19.86,22.76,16.38,1,-1
72,72,2020-10-19,4-4-2,0,1.26,7,5,71.43,334,263,78.74,44.27,126,27,40,59,97,42,41,14,252,122,48.41,3,2,66.67,38,4,10.53,1,1,100.0,26,1,3.85,2,0,0.0,9,1,11.11,0,0,0,24,7,29.17,6,5,30,3,16,11,69,27,39.13,1,0,13,6,46.15,61,33,54.1,64,34,53.13,6,5,83.33,30,27,16,2,0,127,87,68.5,50,47,94.0,102,83,81.37,63,44,69.84,56,33,58.93,67,57,85.07,2,1,50.0,23,22,95.65,9,16.03,3.06,18.86,14.72,22.38,10.55,0,0
