,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
38,38,2021-12-19,7,2,2.37,10,4,40.0,374,295,78.88,43.75,129,34,52,43,82,45,32,5,206,90,43.69,0,0,0.0,14,6,42.86,7,2,28.57,27,2,7.41,6,1,16.67,0,0,0.0,0,0,0,14,1,7.14,2,9,25,5,6,18,72,28,38.89,3,2,18,6,33.33,77,39,50.65,26,13,50.0,3,1,33.33,62,27,12,4,0,136,89,65.44,49,47,95.92,134,119,88.81,52,32,61.54,47,30,63.83,76,43,56.58,9,2,22.22,18,16,88.89,10,16.56,3.43,13.9,12.57,19.16,14.33,1,0
39,39,2021-12-05,12,3,2.01,16,7,43.75,425,375,88.24,42.28,87,25,28,34,66,35,21,10,172,87,50.58,8,4,50.0,25,9,36.0,1,1,100.0,24,6,25.0,6,4,66.67,1,1,100.0,0,0,0,8,3,37.5,2,8,18,3,4,12,60,24,40.0,1,0,6,1,16.67,56,36,64.29,25,13,52.0,4,2,50.0,33,32,12,1,0,132,105,79.55,73,68,93.15,169,157,92.9,28,18,64.29,54,39,72.22,67,51,76.12,2,2,100.0,16,14,87.5,12,17.61,4.38,6.59,18.44,19.71,36.46,1,1
40,40,2021-12-02,12,2,1.68,9,6,66.67,431,351,81.44,47.61,131,31,48,52,85,40,30,15,205,101,49.27,1,1,100.0,34,4,11.76,3,3,100.0,25,2,8.0,10,2,20.0,1,1,100.0,0,0,0,15,3,20.0,3,7,29,9,8,20,65,28,43.08,0,0,5,1,20.0,47,27,57.45,61,33,54.1,3,2,66.67,62,22,13,0,0,143,99,69.23,74,70,94.59,150,133,88.67,41,26,63.41,45,26,57.78,74,48,64.86,12,9,75.0,21,20,95.24,5,17.84,4.03,9.51,13.26,19.15,8.2,1,1
41,41,2021-11-21,12,2,1.96,12,4,33.33,369,304,82.38,41.28,111,26,43,42,87,33,43,11,255,120,47.06,5,0,0.0,25,9,36.0,2,0,0.0,24,2,8.33,4,2,50.0,1,1,100.0,0,0,0,15,4,26.67,4,6,23,1,8,19,99,35,35.35,4,1,17,7,41.18,88,55,62.5,29,16,55.17,5,3,60.0,50,26,11,1,0,143,112,78.32,53,48,90.57,126,106,84.13,34,12,35.29,48,32,66.67,75,58,77.33,5,2,40.0,22,19,86.36,7,16.44,3.24,9.21,17.32,20.32,11.55,1,1
42,42,2021-11-07,11,0,0.55,8,0,0.0,502,425,84.66,50.5,83,17,38,28,72,47,20,5,217,111,51.15,4,0,0.0,23,5,21.74,5,2,40.0,26,1,3.85,2,0,0.0,1,0,0.0,0,0,0,11,3,27.27,2,3,19,3,8,10,65,29,44.62,2,0,11,2,18.18,82,48,58.54,24,17,70.83,4,4,100.0,34,13,17,4,0,158,119,75.32,65,61,93.85,196,174,88.78,29,13,44.83,49,36,73.47,70,44,62.86,11,3,27.27,27,25,92.59,10,19.19,4.69,5.78,19.69,17.81,11.5,0,0
43,43,2021-10-30,6,0,1.1,9,0,0.0,538,461,85.69,59.01,91,15,24,52,80,30,31,19,209,108,51.67,5,0,0.0,29,3,10.34,1,0,0.0,28,5,17.86,10,3,30.0,3,1,33.33,0,0,0,18,3,16.67,3,4,23,3,7,16,75,39,52.0,4,3,10,4,40.0,60,34,56.67,33,19,57.58,7,0,0.0,25,11,12,2,0,158,121,76.58,83,79,95.18,192,178,92.71,36,23,63.89,59,43,72.88,59,44,74.58,11,3,27.27,15,14,93.33,4,17.96,5.49,6.69,15.84,19.27,8.03,1,-1
44,44,2021-10-24,6,0,0.97,8,5,62.5,596,528,88.59,60.54,108,21,39,48,76,25,36,15,228,119,52.19,3,1,33.33,23,4,17.39,4,1,25.0,21,3,14.29,4,1,25.0,1,1,100.0,0,0,0,13,6,46.15,5,3,21,2,6,11,79,31,39.24,0,1,12,3,25.0,85,64,75.29,29,17,58.62,4,3,75.0,36,17,4,1,0,173,131,75.72,83,77,92.77,235,225,95.74,44,20,45.45,69,48,69.57,63,53,84.13,11,2,18.18,20,19,95.0,7,16.83,6.62,7.38,18.34,17.98,11.57,0,-1
45,45,2021-10-17,6,3,1.45,12,4,33.33,578,505,87.37,58.21,75,15,22,38,69,38,21,10,239,125,52.3,5,1,20.0,26,8,30.77,7,1,14.29,31,2,6.45,9,2,22.22,1,0,0.0,0,0,0,14,0,0.0,0,8,28,4,8,23,68,32,47.06,1,2,7,3,42.86,89,58,65.17,33,12,36.36,1,0,0.0,35,17,4,1,0,173,138,79.77,102,99,97.06,198,178,89.9,39,19,48.72,50,34,68.0,56,41,73.21,10,3,30.0,15,12,80.0,10,18.47,5.72,6.75,19.36,16.72,17.0,0,1
46,46,2021-10-03,6,2,1.62,17,8,47.06,413,351,84.99,55.05,112,24,49,39,83,41,34,8,238,108,45.38,7,3,42.86,24,10,41.67,2,1,50.0,26,4,15.38,5,0,0.0,2,0,0.0,0,0,0,11,4,36.36,4,9,19,7,2,22,83,39,46.99,0,1,12,3,25.0,62,36,58.06,48,18,37.5,6,3,50.0,42,20,11,2,0,144,110,76.39,56,53,94.64,131,117,89.31,40,24,60.0,43,25,58.14,59,41,69.49,2,1,50.0,22,17,77.27,10,17.67,3.75,9.69,20.7,18.11,7.39,1,1
47,47,2021-09-26,10,1,0.95,9,4,44.44,453,389,85.87,56.56,91,11,37,43,64,25,34,5,179,78,43.58,3,2,66.67,29,2,6.9,1,1,100.0,26,6,23.08,4,3,75.0,2,0,0.0,0,0,0,13,3,23.08,3,2,21,3,11,10,60,24,40.0,4,3,10,7,70.0,59,33,55.93,32,11,34.38,5,1,20.0,22,9,12,1,0,142,110,77.46,61,59,96.72,169,149,88.17,47,31,65.96,56,43,76.79,60,43,71.67,0,0,0.0,27,24,88.89,7,16.3,4.58,10.38,16.82,18.47,11.77,0,-1
48,48,2021-09-19,10,0,0.54,9,3,33.33,450,376,83.56,47.44,117,22,48,47,66,23,31,12,217,100,46.08,6,2,33.33,23,5,21.74,0,0,0.0,26,3,11.54,5,1,20.0,3,0,0.0,0,0,0,9,3,33.33,3,1,15,4,6,11,74,27,36.49,0,3,20,10,50.0,75,50,66.67,37,11,29.73,4,3,75.0,54,20,4,0,0,149,103,69.13,73,69,94.52,155,145,93.55,41,24,58.54,42,29,69.05,70,49,70.0,9,2,22.22,16,16,100.0,6,17.94,4.74,9.11,22.62,18.16,11.73,1,-1
49,49,2021-09-11,14,0,0.09,2,1,50.0,273,220,80.59,39.15,100,29,35,36,76,38,31,7,233,126,54.08,1,1,100.0,16,2,12.5,0,0,0.0,25,0,0.0,2,0,0.0,0,0,0.0,0,0,0,4,1,25.0,1,2,9,1,2,2,66,29,43.94,0,3,17,4,23.53,93,58,62.37,35,23,65.71,3,2,66.67,54,40,14,2,1,92,63,68.48,48,43,89.58,87,76,87.36,31,18,58.06,30,16,53.33,47,34,72.34,5,0,0.0,19,19,100.0,13,15.49,2.94,11.36,19.83,19.06,11.78,0,-1
50,50,2021-08-29,10,1,1.32,16,8,50.0,471,412,87.47,53.75,91,13,24,54,62,18,26,18,182,89,48.9,7,5,71.43,32,4,12.5,1,1,100.0,31,8,25.81,11,5,45.45,4,1,25.0,0,0,0,21,4,19.05,4,15,38,6,13,32,55,23,41.82,2,0,7,1,14.29,71,42,59.15,24,15,62.5,4,2,50.0,42,18,8,3,0,127,103,81.1,71,62,87.32,187,167,89.3,34,18,52.94,57,44,77.19,54,47,87.04,9,6,66.67,18,18,100.0,5,18.01,4.86,7.22,20.33,17.37,9.17,1,1
51,51,2021-08-22,10,1,2.17,8,6,75.0,316,264,83.54,38.95,123,48,37,38,62,27,27,8,212,85,40.09,1,1,100.0,17,5,29.41,4,1,25.0,27,1,3.7,4,1,25.0,2,0,0.0,1,1,100,3,0,0.0,0,7,9,1,0,14,76,21,27.63,0,0,22,5,22.73,81,44,54.32,30,11,36.67,5,2,40.0,50,27,7,4,0,101,69,68.32,56,50,89.29,101,93,92.08,32,15,46.88,42,28,66.67,55,36,65.45,4,2,50.0,20,14,70.0,16,16.9,3.04,10.13,13.65,17.63,21.42,0,1
52,52,2021-08-15,10,1,1.38,13,3,23.08,272,228,83.82,38.32,95,16,40,39,64,33,24,7,231,105,45.45,8,2,25.0,21,2,9.52,13,8,61.54,21,3,14.29,3,0,0.0,2,2,100.0,0,0,0,7,3,42.86,3,8,15,2,4,19,65,27,41.54,3,0,16,4,25.0,87,44,50.57,36,13,36.11,10,7,70.0,64,21,11,2,0,100,74,74.0,48,47,97.92,87,78,89.66,42,25,59.52,40,28,70.0,51,40,78.43,3,1,33.33,17,14,82.35,10,14.28,2.75,15.44,20.65,21.44,11.38,1,1
53,53,2021-05-23,6,4,2.46,10,4,40.0,466,390,83.69,53.27,103,15,40,48,86,36,32,18,236,101,42.8,3,0,0.0,29,4,13.79,5,4,80.0,26,2,7.69,7,2,28.57,1,0,0.0,0,0,0,18,4,22.22,3,8,28,4,12,21,92,29,31.52,1,2,9,6,66.67,65,38,58.46,25,13,52.0,5,2,40.0,45,19,7,2,0,177,138,77.97,69,63,91.3,153,135,88.24,41,23,56.1,51,35,68.63,77,55,71.43,13,4,30.77,27,24,88.89,7,17.3,4.12,8.8,14.96,18.79,9.8,0,1
54,54,2021-05-19,6,1,1.43,12,4,33.33,528,444,84.09,57.93,96,24,36,36,85,48,22,15,219,105,47.95,3,0,0.0,29,8,27.59,2,1,50.0,29,3,10.34,4,1,25.0,1,0,0.0,0,0,0,19,5,26.32,5,14,32,4,9,29,65,38,58.46,2,2,19,5,26.32,86,43,50.0,25,10,40.0,2,0,0.0,29,14,14,1,0,171,130,76.02,91,83,91.21,183,162,88.52,47,20,42.55,58,39,67.24,80,58,72.5,5,1,20.0,21,20,95.24,9,17.18,4.67,8.9,16.58,19.53,8.86,1,-1
55,55,2021-05-16,6,2,3.76,22,12,54.55,548,487,88.87,63.24,96,9,36,51,69,20,34,15,209,108,51.67,9,5,55.56,33,10,30.3,2,1,50.0,31,10,32.26,10,2,20.0,2,2,100.0,0,0,0,14,4,28.57,4,11,30,8,8,29,67,33,49.25,2,0,13,3,23.08,66,38,57.58,41,19,46.34,1,1,100.0,28,6,8,1,0,177,149,84.18,94,90,95.74,197,182,92.39,45,31,68.89,61,46,75.41,75,58,77.33,6,1,16.67,19,18,94.74,7,16.62,5.54,8.21,17.18,18.17,13.05,1,1
56,56,2021-05-08,6,1,0.94,9,2,22.22,384,305,79.43,48.6,102,19,42,41,71,30,32,9,227,102,44.93,4,0,0.0,30,6,20.0,1,1,100.0,27,1,3.7,6,1,16.67,2,0,0.0,0,0,0,13,1,7.69,0,6,17,5,2,14,97,37,38.14,2,3,16,8,50.0,67,40,59.7,30,10,33.33,1,0,0.0,53,17,10,2,0,140,99,70.71,65,60,92.31,116,100,86.21,35,15,42.86,43,28,65.12,62,41,66.13,8,1,12.5,30,27,90.0,9,15.88,3.34,9.11,17.19,19.86,8.94,0,-1
57,57,2021-05-02,6,4,1.78,19,10,52.63,688,625,90.84,64.87,71,16,20,35,81,34,32,15,180,83,46.11,9,6,66.67,33,9,27.27,3,2,66.67,19,6,31.58,6,2,33.33,2,1,50.0,0,0,0,9,2,22.22,2,11,29,4,6,19,68,26,38.24,3,0,5,1,20.0,57,32,56.14,23,11,47.83,3,2,66.67,43,13,8,1,0,182,157,86.26,92,89,96.74,327,302,92.35,36,21,58.33,73,58,79.45,90,70,77.78,11,4,36.36,17,15,88.24,4,20.31,7.24,5.23,18.6,18.58,7.86,1,1
58,58,2021-04-21,6,2,2.11,12,3,25.0,567,495,87.3,59.85,99,22,34,43,74,25,40,9,246,107,43.5,4,1,25.0,31,9,29.03,3,0,0.0,21,1,4.76,5,0,0.0,1,0,0.0,1,1,100,13,3,23.08,3,14,26,4,5,26,99,38,38.38,2,1,9,5,55.56,66,35,53.03,30,15,50.0,7,3,42.86,43,20,10,2,0,171,131,76.61,76,73,96.05,213,204,95.77,42,22,52.38,55,36,65.45,81,59,72.84,7,0,0.0,26,24,92.31,1,17.55,5.45,7.41,17.57,18.38,6.41,1,1
59,59,2021-04-16,9,2,1.08,12,3,25.0,393,312,79.39,43.18,125,21,54,50,90,35,42,13,210,103,49.05,6,0,0.0,30,10,33.33,2,1,50.0,20,1,5.0,3,1,33.33,1,0,0.0,0,0,0,6,1,16.67,1,6,13,1,5,10,56,13,23.21,0,2,18,7,38.89,78,51,65.38,38,21,55.26,2,0,0.0,39,12,7,1,0,142,99,69.72,55,49,89.09,156,136,87.18,38,22,57.89,52,33,63.46,65,48,73.85,0,0,0.0,26,21,80.77,11,17.9,3.64,9.67,18.66,20.69,17.61,0,0
60,60,2021-04-11,4,1,1.61,14,3,21.43,415,339,81.69,50.59,112,23,41,48,80,40,28,12,211,99,46.92,4,0,0.0,21,6,28.57,3,2,66.67,25,6,24.0,7,5,71.43,2,1,50.0,0,0,0,12,1,8.33,0,6,16,1,7,15,78,31,39.74,2,3,12,7,58.33,72,40,55.56,25,10,40.0,9,7,77.78,48,16,11,1,0,136,98,72.06,70,65,92.86,157,140,89.17,48,26,54.17,52,31,59.62,66,45,68.18,3,1,33.33,20,18,90.0,4,16.5,3.92,11.57,16.13,20.19,11.22,1,-1
61,61,2021-04-04,3,2,2.42,11,5,45.45,490,421,85.92,55.34,118,32,49,37,88,47,29,12,230,105,45.65,4,0,0.0,26,5,19.23,3,1,33.33,20,2,10.0,3,1,33.33,6,1,16.67,0,0,0,10,4,40.0,4,8,22,3,8,17,80,32,40.0,3,2,20,7,35.0,60,28,46.67,36,16,44.44,5,3,60.0,43,29,14,2,0,164,121,73.78,68,67,98.53,174,159,91.38,39,17,43.59,48,29,60.42,64,39,60.94,5,2,40.0,8,7,87.5,6,18.42,4.8,7.96,16.37,17.42,10.53,0,0
62,62,2021-03-21,3,2,1.83,7,3,42.86,388,335,86.34,52.66,105,24,34,47,80,31,30,19,273,132,48.35,3,0,0.0,25,4,16.0,1,1,100.0,30,1,3.33,8,1,12.5,2,0,0.0,1,1,100,12,2,16.67,2,9,21,4,6,18,94,43,45.74,0,0,8,1,12.5,77,49,63.64,39,20,51.28,7,3,42.86,42,23,14,2,0,129,106,82.17,74,68,91.89,128,115,89.84,33,21,63.64,40,25,62.5,61,48,78.69,3,1,33.33,20,18,90.0,4,15.37,3.7,8.51,16.35,18.46,12.67,0,1
63,63,2021-03-14,6,1,0.87,5,2,40.0,455,395,86.81,47.64,105,27,51,27,62,32,26,4,204,103,50.49,2,0,0.0,18,2,11.11,1,0,0.0,20,1,5.0,3,0,0.0,3,1,33.33,0,0,0,9,3,33.33,3,3,12,1,5,8,66,29,43.94,1,2,12,3,25.0,67,40,59.7,28,15,53.57,5,1,20.0,42,21,14,3,1,140,102,72.86,68,66,97.06,174,167,95.98,56,33,58.93,34,24,70.59,60,38,63.33,2,1,50.0,21,19,90.48,6,16.91,4.64,12.31,20.23,20.21,16.74,0,-1
64,64,2021-03-07,6,4,2.51,10,5,50.0,650,574,88.31,64.11,97,17,41,39,71,27,32,12,251,131,52.19,3,1,33.33,25,3,12.0,1,0,0.0,24,6,25.0,1,1,100.0,1,0,0.0,0,0,0,14,6,42.86,6,3,22,4,7,16,84,38,45.24,1,1,5,1,20.0,84,49,58.33,46,26,56.52,2,1,50.0,36,13,8,2,0,174,138,79.31,82,80,97.56,295,272,92.2,63,34,53.97,67,51,76.12,80,57,71.25,5,0,0.0,11,11,100.0,2,18.15,7.3,9.69,12.46,19.34,12.9,1,1
65,65,2021-03-04,6,1,1.46,9,2,22.22,330,253,76.67,39.54,118,27,58,33,72,34,28,10,232,118,50.86,4,0,0.0,21,4,19.05,7,2,28.57,29,1,3.45,1,0,0.0,2,0,0.0,0,0,0,6,3,50.0,4,4,12,2,1,12,70,29,41.43,2,0,9,3,33.33,86,55,63.95,23,12,52.17,4,2,50.0,53,28,9,1,0,123,80,65.04,47,39,82.98,117,103,88.03,38,17,44.74,40,26,65.0,69,46,66.67,10,2,20.0,19,18,94.74,12,16.39,2.97,11.52,18.06,19.82,11.5,0,1
66,66,2021-02-28,6,4,2.51,16,7,43.75,604,541,89.57,61.11,111,27,46,38,84,49,31,4,210,105,50.0,7,1,14.29,20,7,35.0,11,8,72.73,18,1,5.56,3,1,33.33,0,0,0.0,0,0,0,11,3,27.27,3,7,28,5,10,17,78,32,41.03,0,0,9,3,33.33,46,32,69.57,53,26,49.06,4,3,75.0,42,27,6,0,0,185,150,81.08,103,99,96.12,201,184,91.54,69,44,63.77,58,43,74.14,79,64,81.01,11,5,45.45,18,17,94.44,6,17.13,5.75,11.42,17.3,18.01,18.0,1,1
67,67,2021-02-21,6,1,1.6,19,4,21.05,538,467,86.8,67.5,113,13,45,55,89,36,31,22,212,101,47.64,11,2,18.18,27,9,33.33,3,2,66.67,28,6,21.43,7,3,42.86,4,2,50.0,0,0,0,22,9,40.91,6,14,30,5,12,28,85,38,44.71,0,2,7,4,57.14,57,37,64.91,41,17,41.46,9,3,33.33,35,15,7,3,0,183,143,78.14,71,70,98.59,203,181,89.16,50,27,54.0,60,46,76.67,85,61,71.76,2,1,50.0,14,13,92.86,8,16.54,5.38,9.29,19.12,18.67,7.36,0,-1
68,68,2021-02-13,2,0,0.61,7,2,28.57,422,366,86.73,41.52,99,26,39,34,67,34,26,7,215,102,47.44,4,0,0.0,13,2,15.38,3,1,33.33,20,3,15.0,2,0,0.0,2,0,0.0,0,0,0,5,1,20.0,1,1,7,2,4,4,83,35,42.17,0,3,15,6,40.0,90,51,56.67,21,7,33.33,2,0,0.0,38,15,13,3,0,128,100,78.13,74,71,95.95,160,144,90.0,36,21,58.33,39,28,71.79,69,46,66.67,2,0,0.0,8,7,87.5,6,16.49,5.7,8.53,20.78,18.89,20.25,0,-1
69,69,2021-02-07,6,2,2.3,13,6,46.15,562,488,86.83,65.0,97,5,34,58,77,29,36,12,225,103,45.78,3,1,33.33,31,7,22.58,6,3,50.0,27,3,11.11,8,1,12.5,1,0,0.0,0,0,0,14,2,14.29,1,11,32,4,9,18,81,34,41.98,1,0,4,1,25.0,62,35,56.45,42,17,40.48,4,0,0.0,28,11,16,1,0,167,129,77.25,69,67,97.1,214,196,91.59,34,20,58.82,59,48,81.36,60,50,83.33,13,4,30.77,23,20,86.96,4,16.77,5.4,6.05,16.03,17.45,7.7,1,1
70,70,2021-02-04,16,0,0.46,7,2,28.57,430,377,87.67,41.32,98,24,35,39,71,37,25,9,227,120,52.86,4,2,50.0,18,5,27.78,4,0,0.0,28,1,3.57,2,0,0.0,4,1,25.0,0,0,0,9,3,33.33,3,4,17,3,7,8,62,32,51.61,0,1,15,2,13.33,75,41,54.67,48,26,54.17,6,3,50.0,40,18,20,2,0,133,106,79.7,54,53,98.15,162,150,92.59,38,30,78.95,41,35,85.37,61,46,75.41,3,0,0.0,20,17,85.0,9,18.72,4.57,8.84,19.78,17.46,17.95,1,-1
71,71,2021-01-31,12,0,0.57,8,4,50.0,546,455,83.33,54.88,123,29,42,52,73,29,28,16,204,111,54.41,5,2,40.0,28,3,10.71,1,1,100.0,23,3,13.04,2,1,50.0,2,0,0.0,0,0,0,14,3,21.43,4,8,26,5,8,13,85,39,45.88,1,1,15,4,26.67,71,49,69.01,22,10,45.45,3,2,66.67,47,18,11,1,0,169,124,73.37,70,65,92.86,212,193,91.04,52,24,46.15,55,36,65.45,64,41,64.06,6,1,16.67,26,23,88.46,10,18.14,5.2,9.52,18.78,17.88,15.5,0,-1
72,72,2021-01-28,12,1,0.13,3,2,66.67,540,470,87.04,49.61,87,15,38,34,80,41,33,6,205,111,54.15,2,1,50.0,20,2,10.0,2,1,50.0,21,0,0.0,1,0,0.0,0,0,0.0,0,0,0,6,1,16.67,1,2,15,4,2,7,63,29,46.03,2,3,13,7,53.85,78,50,64.1,27,16,59.26,7,5,71.43,33,19,9,1,0,149,121,81.21,102,96,94.12,222,200,90.09,49,31,63.27,66,50,75.76,79,58,73.42,5,2,40.0,16,12,75.0,8,17.97,5.74,9.07,30.79,19.12,15.23,1,-1
73,73,2021-01-17,11,3,1.31,13,5,38.46,539,458,84.97,57.57,121,22,45,54,74,39,26,9,170,90,52.94,8,3,37.5,27,7,25.93,5,2,40.0,27,4,14.81,7,2,28.57,2,0,0.0,0,0,0,7,0,0.0,0,10,20,5,5,16,63,31,49.21,1,1,16,5,31.25,40,28,70.0,38,18,47.37,2,2,100.0,46,13,4,0,0,174,117,67.24,72,71,98.61,208,194,93.27,45,21,46.67,54,31,57.41,68,48,70.59,6,4,66.67,23,21,91.3,5,18.6,4.86,8.35,20.87,19.57,14.75,0,1
74,74,2021-01-13,6,1,2.12,14,6,42.86,484,409,84.5,51.38,121,20,54,47,78,32,33,13,228,111,48.68,5,2,40.0,20,6,30.0,2,0,0.0,30,7,23.33,6,4,66.67,1,0,0.0,0,0,0,16,7,43.75,7,9,27,5,9,19,66,26,39.39,2,1,14,5,35.71,81,47,58.02,49,21,42.86,3,2,66.67,45,13,13,1,0,160,113,70.63,65,63,96.92,178,164,92.13,46,21,45.65,59,42,71.19,80,60,75.0,9,3,33.33,24,19,79.17,7,17.42,4.57,9.5,14.83,19.0,10.9,1,0
75,75,2021-01-02,6,3,3.25,19,7,36.84,309,253,81.88,37.0,104,32,33,39,91,46,27,18,219,108,49.32,6,0,0.0,30,10,33.33,1,0,0.0,26,8,30.77,3,1,33.33,3,3,100.0,1,1,100,5,1,20.0,1,9,19,8,1,26,86,38,44.19,0,0,16,5,31.25,85,49,57.65,19,12,63.16,1,0,0.0,52,25,15,3,1,120,87,72.5,54,52,96.3,64,56,87.5,39,21,53.85,40,29,72.5,57,42,73.68,6,3,50.0,20,16,80.0,10,16.34,2.64,12.62,17.74,17.76,15.6,1,1
76,76,2020-12-27,9,1,0.49,5,3,60.0,430,362,84.19,40.74,104,25,41,38,76,34,35,7,258,124,48.06,2,1,50.0,17,2,11.76,3,1,33.33,27,1,3.7,2,1,50.0,2,0,0.0,0,0,0,5,1,20.0,1,8,16,4,2,12,75,39,52.0,0,1,11,6,54.55,104,49,47.12,36,20,55.56,5,2,40.0,51,19,13,1,0,146,109,74.66,67,63,94.03,134,121,90.3,46,29,63.04,43,33,76.74,62,47,75.81,5,2,40.0,18,14,77.78,4,19.83,4.17,10.7,18.93,17.94,15.85,0,0
77,77,2020-12-20,6,0,1.03,8,3,37.5,464,383,82.54,52.66,131,24,45,62,86,33,37,16,242,125,51.65,3,2,66.67,27,2,7.41,1,0,0.0,29,4,13.79,5,4,80.0,4,0,0.0,0,0,0,20,9,45.0,8,7,33,4,12,24,78,31,39.74,2,2,15,5,33.33,73,45,61.64,57,29,50.88,4,2,50.0,36,20,15,2,0,145,101,69.66,70,67,95.71,192,174,90.63,63,31,49.21,63,48,76.19,80,61,76.25,5,3,60.0,23,19,82.61,6,16.49,4.26,13.58,15.96,20.73,12.7,1,-1
78,78,2020-12-16,3,1,1.28,9,3,33.33,233,154,66.09,25.72,108,29,45,34,72,43,24,5,208,107,51.44,4,2,50.0,13,7,53.85,2,0,0.0,19,1,5.26,4,1,25.0,2,0,0.0,0,0,0,4,0,0.0,0,2,11,3,1,6,39,12,30.77,0,2,17,11,64.71,96,62,64.58,42,23,54.76,6,1,16.67,48,29,9,2,0,119,62,52.1,32,29,90.63,49,37,75.51,53,24,45.28,32,16,50.0,58,27,46.55,4,2,50.0,13,11,84.62,5,16.1,2.4,22.75,22.45,20.29,25.11,0,-1
79,79,2020-12-13,6,1,1.06,13,6,46.15,427,357,83.61,58.41,108,18,28,62,68,23,27,18,197,100,50.76,7,2,28.57,28,5,17.86,0,0,0.0,32,5,15.63,7,1,14.29,6,1,16.67,0,0,0,12,3,25.0,4,8,28,1,11,16,61,23,37.7,0,1,16,6,37.5,80,56,70.0,34,13,38.24,4,0,0.0,31,16,11,1,0,120,80,66.67,62,60,96.77,190,170,89.47,49,27,55.1,69,51,73.91,62,51,82.26,4,3,75.0,22,16,72.73,6,16.63,4.03,11.48,21.08,20.61,9.54,0,0
80,80,2020-12-06,2,2,0.29,5,3,60.0,245,191,77.96,30.88,103,37,39,27,73,57,11,5,196,96,48.98,3,2,66.67,8,2,25.0,6,2,33.33,26,0,0.0,3,0,0.0,2,0,0.0,0,0,0,5,0,0.0,0,1,7,2,4,4,44,19,43.18,1,0,11,2,18.18,68,38,55.88,44,26,59.09,2,0,0.0,59,59,16,1,0,95,58,61.05,29,29,100.0,73,63,86.3,34,16,47.06,19,9,47.37,48,22,45.83,0,0,0.0,13,11,84.62,12,15.54,2.58,13.88,22.87,18.73,28.25,1,1
