,Unnamed: 0,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
74,74,74,2019-08-17,3,0,1.14,10,2,20.0,348,275,79.02,52.94,127,27,40,60,87,30,39,18,309,163,52.75,4,1,25.0,33,4,12.12,3,1,33.33,28,4,14.29,7,3,42.86,3,0,0.0,0,0,0,15,4,26.67,4,11,28,0,9,21,85,28,32.94,1,1,10,2,20.0,114,85,74.56,67,30,44.78,2,0,0.0,41,19,10,3,0,127,89,70.08,59,55,93.22,107,89,83.18,47,28,59.57,50,35,70.0,57,46,80.7,6,2,33.33,38,33,86.84,8,14.86,3.03,13.51,16.55,20.66,6.42,0,0
75,75,75,2019-08-10,3,0,1.75,11,3,27.27,385,325,84.42,48.99,117,19,30,68,86,32,38,16,218,86,39.45,7,1,14.29,26,4,15.38,0,0,0.0,24,5,20.83,5,1,20.0,4,2,50.0,0,0,0,11,4,36.36,4,5,17,3,6,12,82,31,37.8,0,3,5,4,80.0,61,33,54.1,36,8,22.22,5,2,40.0,36,12,15,0,0,137,106,77.37,52,50,96.15,117,99,84.62,31,25,80.65,64,47,73.44,73,62,84.93,10,3,30.0,26,24,92.31,7,16.66,3.77,8.05,20.13,18.27,9.97,1,0
76,76,76,2019-05-12,3,1,2.39,14,8,57.14,399,328,82.21,48.54,81,6,22,53,88,30,37,21,212,114,53.77,2,1,50.0,36,12,33.33,5,0,0.0,26,2,7.69,7,2,28.57,2,0,0.0,0,0,0,21,6,28.57,5,9,28,4,11,31,61,30,49.18,4,4,17,8,47.06,87,50,57.47,34,21,61.76,5,2,40.0,26,6,10,1,1,143,112,78.32,54,49,90.74,137,116,84.67,43,27,62.79,55,39,70.91,70,60,85.71,13,7,53.85,16,14,87.5,8,16.78,3.8,10.78,14.45,20.12,12.54,1,0
77,77,77,2019-05-05,3,0,2.31,15,3,20.0,357,286,80.11,40.6,112,21,32,59,85,45,26,14,223,99,44.39,5,0,0.0,28,7,25.0,5,1,20.0,21,7,33.33,6,2,33.33,2,1,50.0,0,0,0,14,5,35.71,4,20,30,3,7,27,79,32,40.51,3,3,18,9,50.0,75,41,54.67,38,17,44.74,4,3,75.0,43,9,12,1,0,131,95,72.52,54,45,83.33,110,93,84.55,41,24,58.54,55,37,67.27,76,59,77.63,4,3,75.0,17,17,100.0,12,18.54,3.84,11.48,15.31,19.57,12.08,0,0
78,78,78,2019-04-27,13,1,0.88,9,1,11.11,488,408,83.61,53.25,109,20,33,56,94,50,29,15,245,114,46.53,5,0,0.0,38,6,15.79,1,0,0.0,24,3,12.5,4,2,50.0,4,0,0.0,0,0,0,21,5,23.81,5,9,24,0,12,14,80,29,36.25,3,2,8,3,37.5,85,52,61.18,31,16,51.61,2,2,100.0,52,30,10,3,0,172,136,79.07,86,77,89.53,151,128,84.77,46,31,67.39,54,48,88.89,83,65,78.31,3,1,33.33,21,20,95.24,4,17.94,4.48,9.43,20.76,20.05,9.85,1,0
79,79,79,2019-04-23,16,1,1.4,14,3,21.43,563,465,82.59,59.44,137,23,34,80,105,53,33,19,196,94,47.96,5,0,0.0,39,11,28.21,2,1,50.0,26,2,7.69,3,0,0.0,2,0,0.0,0,0,0,15,6,40.0,7,15,33,5,7,27,77,28,36.36,4,1,8,4,50.0,62,38,61.29,25,13,52.0,4,2,50.0,22,10,10,5,0,205,149,72.68,69,65,94.2,206,184,89.32,62,26,41.94,80,48,60.0,111,83,74.77,4,1,25.0,28,25,89.29,7,17.57,4.73,11.01,17.48,20.04,10.95,1,1
80,80,80,2019-04-20,16,2,1.88,11,6,54.55,428,368,85.98,54.13,90,22,35,33,74,38,26,10,211,99,46.92,3,1,33.33,26,7,26.92,0,0,0.0,24,3,12.5,2,0,0.0,3,0,0.0,0,0,0,12,5,41.67,5,12,22,3,5,20,91,34,37.36,2,1,12,3,25.0,69,43,62.32,27,9,33.33,0,0,0.0,46,12,8,2,0,150,116,77.33,86,80,93.02,144,136,94.44,49,29,59.18,44,31,70.45,87,67,77.01,6,3,50.0,19,18,94.74,7,15.26,4.2,11.45,17.92,20.28,9.39,0,2
81,81,81,2019-04-15,7,0,1.02,11,3,27.27,318,250,78.62,33.61,107,19,30,58,88,38,36,14,181,83,45.86,5,1,20.0,25,6,24.0,3,0,0.0,25,4,16.0,6,1,16.67,6,2,33.33,0,0,0,15,3,20.0,3,5,18,3,7,21,53,24,45.28,2,1,18,5,27.78,54,31,57.41,35,14,40.0,9,2,22.22,50,12,12,2,1,124,88,70.97,36,33,91.67,91,75,82.42,51,32,62.75,37,26,70.27,58,42,72.41,7,2,28.57,16,14,87.5,10,17.81,3.35,16.04,17.97,18.48,10.64,1,0
82,82,82,2019-04-02,3,4,1.54,14,7,50.0,450,378,84.0,46.22,114,22,31,61,89,40,28,21,234,99,42.31,6,2,33.33,39,12,30.77,0,0,0.0,16,2,12.5,6,2,33.33,1,0,0.0,0,0,0,15,5,33.33,5,11,26,3,10,14,71,25,35.21,2,1,12,6,50.0,86,40,46.51,40,15,37.5,5,1,20.0,50,24,11,3,0,157,127,80.89,60,54,90.0,123,107,86.99,46,27,58.7,61,52,85.25,88,66,75.0,6,1,16.67,13,12,92.31,4,18.07,4.84,10.22,18.67,18.07,11.69,1,2
83,83,83,2019-03-30,3,1,1.71,20,8,40.0,377,319,84.62,50.42,84,7,24,53,97,31,33,33,233,114,48.93,11,5,45.45,46,17,36.96,2,0,0.0,27,3,11.11,5,1,20.0,5,1,20.0,0,0,0,19,4,21.05,5,26,37,0,8,32,73,34,46.58,3,2,7,4,57.14,74,43,58.11,46,27,58.7,2,1,50.0,56,12,8,2,0,146,119,81.51,45,43,95.56,116,103,88.79,43,29,67.44,57,45,78.95,90,74,82.22,10,7,70.0,13,12,92.31,3,16.58,3.56,11.41,20.37,18.47,10.23,0,0
84,84,84,2019-03-09,8,1,0.3,2,1,50.0,271,215,79.34,29.46,98,34,35,29,61,36,17,8,151,75,49.67,1,0,0.0,11,0,0.0,0,0,0.0,26,1,3.85,1,0,0.0,3,0,0.0,0,0,0,5,2,40.0,1,3,9,2,2,3,38,17,44.74,1,3,17,8,47.06,69,43,62.32,26,7,26.92,4,3,75.0,44,20,7,1,0,99,64,64.65,58,55,94.83,80,68,85.0,57,34,59.65,33,19,57.58,57,36,63.16,2,1,50.0,11,9,81.82,12,16.78,3.23,21.03,19.73,21.22,44.43,0,0
85,85,85,2019-03-03,3,2,1.32,6,5,83.33,358,296,82.68,39.67,105,30,30,45,96,40,42,14,221,101,45.7,1,1,100.0,28,3,10.71,3,1,33.33,16,2,12.5,1,0,0.0,3,3,100.0,0,0,0,9,1,11.11,3,9,17,3,6,12,59,18,30.51,4,1,14,2,14.29,79,50,63.29,38,17,44.74,6,1,16.67,56,25,15,5,0,127,97,76.38,63,60,95.24,125,108,86.4,38,20,52.63,49,39,79.59,81,55,67.9,5,0,0.0,17,14,82.35,5,17.43,3.69,10.61,14.64,19.89,15.0,1,2
86,86,86,2019-02-27,3,0,1.19,6,3,50.0,393,314,79.9,38.79,111,40,42,29,97,56,28,13,170,78,45.88,1,0,0.0,20,2,10.0,7,1,14.29,17,3,17.65,4,0,0.0,3,2,66.67,0,0,0,11,0,0.0,0,4,16,1,5,10,55,17,30.91,2,5,20,10,50.0,69,45,65.22,15,4,26.67,4,4,100.0,65,17,7,2,0,130,89,68.46,70,60,85.71,129,107,82.95,49,19,38.78,41,32,78.05,74,42,56.76,4,2,50.0,13,10,76.92,8,18.92,4.05,12.47,14.73,19.1,18.41,0,0
87,87,87,2019-02-22,3,5,2.98,12,7,58.33,567,480,84.66,61.61,120,22,41,57,103,51,42,10,230,112,48.7,5,3,60.0,31,7,22.58,3,2,66.67,20,1,5.0,3,0,0.0,5,2,40.0,0,0,0,10,3,30.0,4,9,21,4,5,18,64,26,40.63,1,1,14,6,42.86,66,38,57.58,54,23,42.59,5,1,20.0,47,14,11,2,0,201,158,78.61,95,92,96.84,180,162,90.0,29,20,68.97,61,45,73.77,102,78,76.47,29,10,34.48,14,12,85.71,6,19.48,5.15,5.11,16.26,18.18,8.55,0,2
88,88,88,2019-02-09,3,1,1.8,8,3,37.5,304,224,73.68,41.39,130,21,41,68,107,37,42,28,302,127,42.05,2,0,0.0,21,5,23.81,2,0,0.0,30,3,10.0,8,1,12.5,5,2,40.0,0,0,0,18,4,22.22,5,11,23,6,5,24,72,27,37.5,0,0,10,4,40.0,80,43,53.75,74,22,29.73,6,3,50.0,36,27,22,2,0,122,79,64.75,48,42,87.5,72,56,77.78,58,34,58.62,42,26,61.9,69,48,69.57,10,4,40.0,25,20,80.0,10,17.23,2.6,19.08,15.69,19.71,7.42,1,2
89,89,89,2019-02-02,3,0,0.25,4,0,0.0,361,291,80.61,42.78,120,30,45,45,117,62,42,13,293,131,44.71,1,0,0.0,19,3,15.79,1,0,0.0,33,1,3.03,0,0,0.0,1,0,0.0,0,0,0,13,5,38.46,3,9,24,0,8,11,68,20,29.41,0,0,21,4,19.05,90,54,60.0,60,25,41.67,4,3,75.0,53,28,10,0,0,142,101,71.13,58,53,91.38,104,87,83.65,48,29,60.42,37,22,59.46,58,42,72.41,2,0,0.0,24,22,91.67,18,17.24,2.96,13.3,14.95,17.93,11.17,0,1
90,90,90,2019-01-30,3,1,0.68,9,1,11.11,294,225,76.53,33.21,109,35,39,35,97,58,30,9,241,100,41.49,4,0,0.0,16,2,12.5,2,1,50.0,16,6,37.5,5,2,40.0,2,2,100.0,0,0,0,13,2,15.38,2,6,14,0,7,10,52,8,15.38,5,2,17,9,52.94,93,49,52.69,49,21,42.86,3,0,0.0,76,21,9,4,0,137,98,71.53,52,47,90.38,79,64,81.01,64,40,62.5,46,35,76.09,83,49,59.04,4,2,50.0,12,8,66.67,5,16.57,3.0,21.77,17.86,19.95,10.81,0,0
91,91,91,2019-01-19,3,0,1.32,8,4,50.0,391,314,80.31,55.5,114,25,36,53,92,50,34,8,251,107,42.63,4,1,25.0,24,7,29.17,2,0,0.0,28,1,3.57,1,0,0.0,1,0,0.0,0,0,0,14,6,42.86,6,4,16,1,12,7,56,16,28.57,2,0,12,3,25.0,64,42,65.63,88,35,39.77,1,1,100.0,22,21,14,1,0,156,112,71.79,57,53,92.98,118,101,85.59,66,41,62.12,52,33,63.46,84,56,66.67,5,2,40.0,18,16,88.89,14,15.76,3.69,16.88,18.82,20.47,13.25,1,1
92,92,92,2019-01-12,3,2,2.06,15,2,13.33,311,253,81.35,45.24,114,30,45,39,87,37,36,14,252,108,42.86,6,0,0.0,32,6,18.75,5,2,40.0,28,5,17.86,7,2,28.57,6,3,50.0,0,0,0,9,3,33.33,3,7,15,1,5,16,60,16,26.67,2,1,13,7,53.85,87,42,48.28,56,24,42.86,6,3,50.0,48,39,11,4,0,114,83,72.81,43,43,100.0,90,74,82.22,28,16,57.14,35,28,80.0,58,37,63.79,4,3,75.0,21,20,95.24,11,15.09,2.88,9.0,16.89,17.11,8.93,0,2
93,93,93,2019-01-02,3,3,0.91,11,3,27.27,334,268,80.24,43.02,118,33,43,42,104,43,46,15,229,114,49.78,5,1,20.0,26,9,34.62,0,0,0.0,19,2,10.53,2,0,0.0,3,1,33.33,0,0,0,10,6,60.0,6,9,20,3,8,14,54,19,35.19,2,3,25,12,48.0,87,50,57.47,58,30,51.72,6,5,83.33,62,23,15,4,0,131,91,69.47,37,36,97.3,106,92,86.79,58,36,62.07,52,31,59.62,71,53,74.65,3,1,33.33,19,19,100.0,7,16.91,3.24,17.37,18.13,20.16,9.5,0,1
94,94,94,2018-12-29,3,1,0.83,12,5,41.67,555,473,85.23,61.9,121,24,35,62,104,47,37,20,229,106,46.29,7,2,28.57,39,6,15.38,2,0,0.0,26,3,11.54,3,1,33.33,7,1,14.29,0,0,0,17,5,29.41,5,11,31,4,12,14,91,40,43.96,1,1,7,2,28.57,59,26,44.07,55,27,49.09,1,0,0.0,47,11,17,1,0,172,137,79.65,58,53,91.38,247,223,90.28,59,40,67.8,66,50,75.76,105,79,75.24,8,2,25.0,26,26,100.0,3,17.38,4.74,10.63,19.95,20.71,6.82,1,1
95,95,95,2018-12-26,3,1,0.91,7,2,28.57,373,305,81.77,36.61,105,23,33,49,75,32,29,14,218,108,49.54,3,1,33.33,29,4,13.79,2,2,100.0,18,1,5.56,3,1,33.33,3,0,0.0,0,0,0,12,5,41.67,4,8,19,3,5,14,54,18,33.33,0,2,9,4,44.44,88,58,65.91,35,19,54.29,5,4,80.0,42,9,14,1,0,135,102,75.56,63,58,92.06,127,109,85.83,62,33,53.23,54,38,70.37,74,54,72.97,0,0,0.0,16,16,100.0,12,17.16,4.72,16.62,15.46,22.04,12.15,1,0
96,96,96,2018-12-22,3,2,2.02,11,5,45.45,362,282,77.9,50.72,121,25,36,60,88,39,40,9,225,104,46.22,4,0,0.0,34,4,11.76,1,1,100.0,22,5,22.73,4,1,25.0,1,0,0.0,1,1,100,10,3,30.0,2,17,25,1,5,20,61,24,39.34,2,0,16,6,37.5,74,46,62.16,45,18,40.0,1,0,0.0,61,35,11,2,0,148,109,73.65,66,56,84.85,83,70,84.34,49,28,57.14,60,44,73.33,77,58,75.32,16,7,43.75,26,23,88.46,6,15.35,3.2,13.54,16.07,17.72,7.9,0,2
97,97,97,2018-12-15,3,3,1.45,17,8,47.06,645,549,85.12,73.6,120,25,36,59,86,31,41,14,225,113,50.22,8,3,37.5,38,13,34.21,3,0,0.0,19,3,15.79,5,0,0.0,1,0,0.0,0,0,0,7,1,14.29,1,22,32,1,5,27,72,29,40.28,1,2,8,3,37.5,55,35,63.64,44,19,43.18,4,1,25.0,26,10,7,0,0,217,165,76.04,119,112,94.12,216,193,89.35,48,25,52.08,85,61,71.76,121,96,79.34,11,4,36.36,25,21,84.0,8,15.62,6.2,7.44,18.93,18.78,5.54,1,2
98,98,98,2018-12-10,3,2,1.66,15,3,20.0,299,215,71.91,46.89,121,20,40,61,91,38,33,20,269,135,50.19,6,2,33.33,36,9,25.0,4,1,25.0,25,3,12.0,6,0,0.0,6,2,33.33,0,0,0,16,4,25.0,5,6,19,1,9,15,80,25,31.25,4,2,11,5,45.45,78,57,73.08,62,26,41.94,5,3,60.0,49,10,13,1,0,137,93,67.88,38,33,86.84,88,63,71.59,57,27,47.37,51,29,56.86,73,46,63.01,4,2,50.0,25,20,80.0,4,14.93,2.43,19.06,17.2,21.15,6.15,0,1
99,99,99,2018-12-04,4,1,2.38,9,6,66.67,276,200,72.46,34.46,105,18,32,55,89,41,27,21,219,101,46.12,3,1,33.33,20,3,15.0,5,2,40.0,24,4,16.67,3,1,33.33,1,1,100.0,0,0,0,8,3,37.5,5,11,15,2,4,20,48,15,31.25,4,2,15,7,46.67,66,44,66.67,49,20,40.82,5,3,60.0,52,26,4,0,0,109,70,64.22,40,35,87.5,77,56,72.73,46,27,58.7,37,23,62.16,69,46,66.67,10,2,20.0,13,12,92.31,9,14.27,2.79,16.67,13.97,20.74,21.61,1,0
100,100,100,2018-12-01,3,0,1.31,8,0,0.0,499,419,83.97,58.29,105,18,26,61,90,39,33,18,219,91,41.55,3,0,0.0,43,4,9.3,5,2,40.0,20,1,5.0,8,1,12.5,4,0,0.0,0,0,0,21,7,33.33,6,13,29,3,9,27,79,31,39.24,1,2,7,3,42.86,51,30,58.82,38,11,28.95,1,0,0.0,46,14,6,1,1,176,141,80.11,76,71,93.42,144,122,84.72,38,25,65.79,72,50,69.44,85,71,83.53,8,2,25.0,36,31,86.11,5,17.55,4.5,7.62,16.66,17.45,8.0,0,0
101,101,101,2018-11-24,3,0,0.23,4,1,25.0,336,251,74.7,36.13,119,26,42,51,102,46,47,9,182,84,46.15,2,0,0.0,21,3,14.29,2,0,0.0,25,1,4.0,5,1,20.0,2,0,0.0,0,0,0,12,4,33.33,4,3,14,0,6,5,50,29,58.0,4,3,10,8,80.0,54,27,50.0,37,13,35.14,2,0,0.0,46,16,12,0,0,117,73,62.39,57,50,87.72,107,85,79.44,49,24,48.98,52,35,67.31,79,49,62.03,6,0,0.0,15,11,73.33,3,17.07,3.54,14.58,22.52,21.77,19.32,1,0
102,102,102,2018-11-10,3,1,0.86,11,6,54.55,377,287,76.13,49.98,112,21,37,54,68,34,22,12,210,92,43.81,3,2,66.67,32,7,21.88,2,1,50.0,30,3,10.0,6,0,0.0,2,0,0.0,0,0,0,11,3,27.27,3,13,19,2,7,22,71,28,39.44,4,1,14,4,28.57,45,25,55.56,54,22,40.74,3,1,33.33,32,17,12,2,0,144,96,66.67,71,60,84.51,90,71,78.89,41,27,65.85,46,34,73.91,72,53,73.61,10,5,50.0,34,30,88.24,13,17.46,3.56,10.88,16.14,17.89,8.86,0,1
103,103,103,2018-11-03,3,0,1.71,16,2,12.5,432,372,86.11,57.69,120,24,37,59,96,48,36,12,244,108,44.26,2,0,0.0,32,9,28.13,3,1,33.33,32,5,15.63,9,3,33.33,3,0,0.0,0,0,0,11,4,36.36,4,15,26,4,5,24,77,22,28.57,2,1,8,2,25.0,50,28,56.0,64,37,57.81,5,2,40.0,41,18,11,5,0,156,126,80.77,63,58,92.06,166,150,90.36,57,40,70.18,66,53,80.3,102,83,81.37,9,5,55.56,26,24,92.31,8,15.38,3.57,13.19,15.74,21.85,10.09,0,0
104,104,104,2018-10-27,3,3,2.49,12,6,50.0,436,362,83.03,47.24,105,13,54,38,86,28,45,13,251,124,49.4,5,1,20.0,30,6,20.0,3,3,100.0,25,3,12.0,3,1,33.33,2,1,50.0,0,0,0,8,3,37.5,2,11,23,7,3,18,95,40,42.11,2,0,13,7,53.85,68,47,69.12,44,22,50.0,4,1,25.0,25,8,10,1,0,145,112,77.24,63,54,85.71,137,122,89.05,44,26,59.09,44,35,79.55,86,61,70.93,10,7,70.0,31,26,83.87,7,18.29,4.15,10.09,14.28,17.81,11.97,1,2
105,105,105,2018-10-20,3,2,0.35,8,3,37.5,510,457,89.61,52.66,113,16,40,57,89,33,43,13,212,101,47.64,4,1,25.0,19,3,15.79,5,3,60.0,32,2,6.25,2,0,0.0,2,0,0.0,0,0,0,5,0,0.0,0,8,19,6,2,14,79,31,39.24,0,0,11,3,27.27,62,42,67.74,47,18,38.3,3,1,33.33,49,25,14,1,0,172,139,80.81,93,91,97.85,148,137,92.57,31,17,54.84,51,37,72.55,57,44,77.19,3,3,100.0,20,18,90.0,9,18.97,5.2,6.08,19.55,16.17,11.48,0,2
106,106,106,2018-10-06,3,0,1.11,13,2,15.38,358,294,82.12,50.6,89,8,24,57,81,31,29,21,188,92,48.94,7,1,14.29,34,7,20.59,1,1,100.0,27,4,14.81,10,2,20.0,3,0,0.0,0,0,0,19,6,31.58,6,6,19,1,8,17,55,23,41.82,1,4,10,7,70.0,57,36,63.16,44,19,43.18,3,3,100.0,45,15,12,4,1,121,87,71.9,75,73,97.33,115,103,89.57,64,42,65.63,58,45,77.59,72,59,81.94,6,2,33.33,23,19,82.61,6,14.62,3.41,17.88,16.76,22.78,7.13,1,0
107,107,107,2018-09-29,3,0,1.66,11,3,27.27,288,224,77.78,41.0,119,16,44,59,114,44,53,17,274,114,41.61,3,0,0.0,22,5,22.73,7,3,42.86,22,3,13.64,6,1,16.67,5,2,40.0,0,0,0,20,8,40.0,7,6,23,1,13,17,74,30,40.54,3,2,9,3,33.33,78,39,50.0,67,26,38.81,6,1,16.67,76,21,16,2,0,111,78,70.27,45,44,97.78,85,66,77.65,49,30,61.22,45,25,55.56,64,49,76.56,7,3,42.86,17,14,82.35,9,14.71,2.69,17.01,16.42,20.67,6.31,0,0
108,108,108,2018-09-22,3,1,1.55,12,6,50.0,323,229,70.9,38.24,124,16,45,63,117,42,53,22,244,110,45.08,3,1,33.33,31,8,25.81,4,1,25.0,34,3,8.82,8,1,12.5,6,1,16.67,0,0,0,18,3,16.67,3,8,32,4,11,20,54,22,40.74,5,1,15,3,20.0,75,47,62.67,56,18,32.14,4,1,25.0,73,18,10,1,0,130,80,61.54,48,43,89.58,98,74,75.51,71,42,59.15,64,38,59.38,82,61,74.39,5,2,40.0,16,15,93.75,12,17.81,2.74,21.98,16.31,23.43,6.38,0,1
109,109,109,2018-09-15,3,1,0.9,13,5,38.46,375,310,82.67,41.82,121,26,29,66,102,47,41,14,233,102,43.78,8,2,25.0,36,8,22.22,1,0,0.0,23,4,17.39,6,0,0.0,5,1,20.0,0,0,0,14,4,28.57,3,11,26,2,9,13,68,20,29.41,2,2,9,6,66.67,76,47,61.84,47,17,36.17,2,2,100.0,62,24,9,3,0,156,115,73.72,49,47,95.92,108,93,86.11,59,39,66.1,64,48,75.0,70,60,85.71,7,3,42.86,16,13,81.25,2,17.19,3.38,15.73,20.06,19.47,9.87,1,0
110,110,110,2018-09-02,3,2,0.76,6,3,50.0,275,200,72.73,35.84,112,29,39,44,115,65,34,16,261,131,50.19,3,1,33.33,24,1,4.17,2,1,50.0,17,3,17.65,3,1,33.33,4,1,25.0,0,0,0,12,5,41.67,5,5,21,0,9,14,90,28,31.11,2,1,10,4,40.0,83,60,72.29,45,22,48.89,10,5,50.0,72,43,9,2,0,110,70,63.64,42,35,83.33,81,63,77.78,56,28,50.0,47,27,57.45,70,46,65.71,6,2,33.33,10,7,70.0,8,15.57,2.43,20.36,18.1,21.28,9.16,1,2
111,111,111,2018-08-26,3,2,1.35,14,5,35.71,293,223,76.11,44.76,98,18,36,44,108,47,43,18,295,151,51.19,5,2,40.0,30,10,33.33,0,0,0.0,29,4,13.79,6,1,16.67,2,0,0.0,0,0,0,15,6,40.0,8,8,24,4,10,19,88,35,39.77,1,1,9,3,33.33,91,67,73.63,57,22,38.6,13,7,53.85,41,13,14,4,0,112,74,66.07,41,35,85.37,96,78,81.25,48,27,56.25,48,31,64.58,65,40,61.54,3,1,33.33,19,13,68.42,13,14.44,2.64,16.38,18.49,20.98,6.14,1,2
112,112,112,2018-08-19,3,3,2.02,10,6,60.0,334,249,74.55,41.15,117,24,38,55,100,48,39,13,231,108,46.75,4,2,50.0,30,9,30.0,2,0,0.0,20,1,5.0,2,1,50.0,1,0,0.0,0,0,0,7,3,42.86,2,9,18,1,4,11,46,18,39.13,4,1,8,3,37.5,59,39,66.1,67,24,35.82,4,1,25.0,54,15,19,2,0,142,85,59.86,47,44,93.62,80,63,78.75,64,29,45.31,51,25,49.02,69,47,68.12,8,3,37.5,25,20,80.0,11,17.23,2.98,19.16,16.58,19.21,6.95,0,2
113,113,113,2018-08-11,3,2,1.26,15,5,33.33,418,340,81.34,53.55,114,7,34,73,96,39,38,19,267,122,45.69,7,1,14.29,28,7,25.0,4,1,25.0,34,5,14.71,8,2,25.0,8,1,12.5,0,0,0,14,8,57.14,8,12,21,2,8,26,98,38,38.78,0,0,5,0,0.0,64,44,68.75,52,20,38.46,1,1,100.0,29,5,10,2,0,162,113,69.75,63,61,96.83,134,114,85.07,67,42,62.69,74,45,60.81,77,65,84.42,2,0,0.0,16,13,81.25,8,15.57,4.02,16.03,19.76,21.17,8.59,1,2
